file_name,prompt
Surplus Global Semiconductor Cluster_2022022213124048321.jpg_646.jpg,"a modern office with a curved desk in the middle of the room, hyperdetailed samsung store, 5000k white product lighting, futuristic chemistry lab, zillow interior, bright it interiors, angular dynamic white rock floor, modern office, dezeen showroom, inside of an auto dealership, commercial lighting, retaildesignblog.net, white concrete floor"
Surplus Global Semiconductor Cluster_2022022213124085820.jpg_646.jpg,"a library with a lot of books on the shelves, white map library, wall to wall bookcases, fancy library, retaildesignblog, dezeen showroom, artforum, liminal bookshop, ((((library interior)))), paler. millions of glass-walled, design milk, retaildesignblog.net, white marble interior photograph, standing inside a magic library"
Suwon Paldal-Gu Office_P_002.jpg,"a building that is lit up at night, research complex, fzd school of design, heise jinyao, modern technology building, aetstationhd, medical research facility, lecture halls and gambling dens, gipf project, the hard and strong buildings, research center, overall architectural design, visual design school, medical complex, multistory building, tosa school"
Suwon Paldal-Gu Office_P_003.jpg,"a red fire hydrant sitting in front of a building, south korean male, clean medical environment, hospital background, korean, medical complex, hospital, kdp, south korea, manhwa, traditional korean city, kim jung-gi, emergency room, research complex, medical research facility, research center, korean writing, hospital interior, er drama, joongwon jeong"
Suwon Paldal-Gu Office_P_004.jpg,"a large white building with a lot of windows, cg architects, research complex, modern technology building, lecture halls and gambling dens, office building, white map library, overall architectural design, gipf project, the hard and strong buildings, cgsociety and fenghua zhong, fzd school of design, cgworld, coper cladding, megatall building"
Suwon Paldal-Gu Office_P_005.jpg,"a large building sitting on the side of a road, hospital background, medical research facility, south korean male, research complex, clean medical environment, medical complex, traditional korean city, modern technology building, multistory building, lecture halls and gambling dens, rough concrete walls, office building, medical laboratory, research center, polygonal iron steel walls"
Suwon Paldal-Gu Office_P_007.jpg,"a large building sitting on the side of a road, joongwon jeong, research complex, medical research facility, traditional korean city, hospital background, police station, modern technology building, joongwon charles jeong, medical laboratory, clean medical environment, office building, research center, medical complex, neoclassical police station, south korean male, multistory building, changquan"
Suwon Paldal-Gu Office_P_008.jpg,"a couple of stairs that are in a building, atrium, multistory building, full of clear glass facades, medical research facility, glass railing, inside building, research complex, cg architects, inside the building, interior architecture view, kyoto animation studio, transparent glass surfaces, research center, elegant walkways between towers, 1 staircase, 5 th floor, office building"
Suwon Paldal-Gu Office_P_009.jpg,"a couple of buildings that are next to each other, kyoto animation studio, japanese high school, office building, multistory building, kyoto animation, kyoani studio, coper cladding, avetetsuya studios, research complex, saitama prefecture, overall architectural design, single building, japanese architecture, cg architects, metal panels, kyoto animation productions"
Suwon Yeongtong Hybrid Indoor Golf_P_002.jpg,"a group of people crossing a street in front of a building, renderhub next2020, lumion rendering, architectural rendering, conceptual rendering, detailed renderings, detailed rendering, gipf project, future high - tech, lumion render, architectural concept diagram, sharp hq rendering, overall architectural design, concept image, official render, hologram center"
Suwon Yeongtong Hybrid Indoor Golf_P_003.jpg,"a large building sitting on top of a lush green field, sharp hq rendering, detailed renderings, conceptual rendering, imax render, detailed rendering, medical research facility, research center, precise architectural rendering, rendering of checkmate, architectural rendering, artists impression, artist's impression, research complex, artist impression, inspired by Tadao Ando, inspired by David Chipperfield"
SW techbusiness center_sw-01.jpg,"a large building with a sign on the side of it, modern technology building, fzd school of design, renderhub next2020, research complex, research center, terran trade authority, wetastudiofx, office building, cdx, central hub, megatall building, fbx, overwatch building, extreamly detailed data center, ax"
SW techbusiness center_sw-02.jpg,"a large building sitting on the side of a road, renderhub next2020, overwatch building, madhouse anime studios, cg architects, imaginefx, megatall building, multistory building, aniplex, office building, in realistic data center, kyoani studio, fzd school of design, research center, extreamly detailed data center, research complex"
SW techbusiness center_sw-03.jpg,"a large building sitting on the side of a road, cdx, extreamly detailed data center, fbx, overwatch building, 3dexcite, corporate photo, renderhub next2020, data center, high-tech environment, nft, analog data processing plant, qirex, office building, sidefx, dense architecture"
SW techbusiness center_sw-04.jpg,"a building with a bunch of trees in front of it, corporate photo, terran trade authority, megatall building, wotc, office building, modern technology building, renderhub next2020, multistory building, overwatch building, central hub, cg architects, huge office, the hard and strong buildings, research complex, overall architectural design, xkung work"
SW techbusiness center_sw-05.jpg,"a building with a car parked in front of it, cdx, modern technology building, analog data processing plant, nft, by Kim Deuk-sin, high-tech environment, sidefx, overwatch building, neo culture technology, extreamly detailed data center, office building, exchange logo, multistory building, commercial photo, single building, corporate photo"
SW techbusiness center_sw-06.jpg,"a very tall building with a lot of windows, multistory building, ouchh and and innate studio, dezeen, full of clear glass facades, overwatch building, megatall building, office building, architecture award winner, overall architectural design, solid massing, innate studio, modern glass building, modern technology building, realistic building, cg architects"
SW techbusiness center_sw-07.jpg,"a bench sitting on top of a wooden floor next to a tall building, coper cladding, multistory building, dezeen, full of clear glass facades, large glass windows, megatall building, open wall architecture, glass wall, metal cladding wall, overall architectural design, cg architects, modern technology building, polygonal iron steel walls, office building"
